orderid,customerid,orderplaceddatetime,ordercompletiondatetime,orderstatus
2354,3,2002-12-26 20:32:49,2002-12-26 20:32:49,InProgress
2355,2,1975-09-02 15:56:21,1975-09-02 15:56:21,Cancelled
2356,3,1972-04-09 00:01:06,1972-04-09 00:01:06,InProgress
2357,4,1998-06-27 10:28:18,1998-06-27 10:28:18,InProgress
2358,1,1990-10-18 15:52:25,1990-10-18 15:52:25,InProgress
2359,7,1986-10-24 02:09:26,1986-10-24 02:09:26,Completed
2360,10,1983-10-10 13:40:13,1983-10-10 13:40:13,InProgress
2361,8,2013-01-26 21:57:34,2013-01-26 21:57:34,InProgress
2362,1,1977-03-22 05:58:39,1977-03-22 05:58:39,InProgress
2363,6,2020-09-14 15:36:39,2020-09-14 15:36:39,Cancelled
2364,9,1970-08-26 19:26:10,1970-08-26 19:26:10,Cancelled
2365,8,1973-12-19 08:59:39,1973-12-19 08:59:39,Cancelled
2366,1,2006-12-25 20:58:51,2006-12-25 20:58:51,Cancelled
2367,2,2019-06-09 17:12:49,2019-06-09 17:12:49,Cancelled
2368,1,1975-12-28 23:48:08,1975-12-28 23:48:08,Completed
2369,2,1987-09-11 18:11:15,1987-09-11 18:11:15,Completed
2370,6,2021-06-13 12:46:49,2021-06-13 12:46:49,Cancelled
2371,7,2000-01-03 10:51:07,2000-01-03 10:51:07,InProgress
2372,6,1970-10-25 11:25:21,1970-10-25 11:25:21,InProgress
2373,7,1977-12-27 02:35:00,1977-12-27 02:35:00,Cancelled
2374,2,2007-06-11 07:47:12,2007-06-11 07:47:12,InProgress
2375,4,1987-10-06 13:42:24,1987-10-06 13:42:24,Cancelled
2376,7,2017-01-31 17:28:14,2017-01-31 17:28:14,InProgress
2377,3,1978-11-21 03:59:08,1978-11-21 03:59:08,InProgress
2378,2,1984-02-19 08:58:38,1984-02-19 08:58:38,Cancelled
2379,6,1991-05-25 22:25:08,1991-05-25 22:25:08,Cancelled
2380,2,2020-05-20 04:12:24,2020-05-20 04:12:24,InProgress
2381,4,1988-04-01 21:24:36,1988-04-01 21:24:36,Completed
2382,1,1996-06-22 12:08:06,1996-06-22 12:08:06,Completed
2383,9,1973-03-13 01:57:33,1973-03-13 01:57:33,InProgress
2384,5,2008-05-11 03:13:58,2008-05-11 03:13:58,InProgress
2385,5,1971-05-04 03:35:02,1971-05-04 03:35:02,InProgress
2386,3,1993-11-09 22:59:31,1993-11-09 22:59:31,Cancelled
2387,2,1974-01-16 04:32:53,1974-01-16 04:32:53,Completed
2388,6,1971-04-30 01:18:01,1971-04-30 01:18:01,Cancelled
2389,10,1971-06-03 09:14:01,1971-06-03 09:14:01,InProgress
2390,1,1988-01-16 01:49:37,1988-01-16 01:49:37,Cancelled
2391,5,1976-07-13 11:19:29,1976-07-13 11:19:29,InProgress
2392,3,2020-11-23 08:42:17,2020-11-23 08:42:17,Completed
2393,5,1996-08-08 16:45:46,1996-08-08 16:45:46,InProgress
2394,1,2012-06-23 09:32:13,2012-06-23 09:32:13,InProgress
2395,4,2005-08-01 09:23:05,2005-08-01 09:23:05,Cancelled
2396,4,1975-04-07 12:52:25,1975-04-07 12:52:25,Cancelled
2397,7,1975-10-05 17:16:48,1975-10-05 17:16:48,Cancelled
2398,1,2007-11-27 16:25:29,2007-11-27 16:25:29,InProgress
2399,10,2001-12-13 07:41:21,2001-12-13 07:41:21,InProgress
2400,3,1998-08-12 15:56:00,1998-08-12 15:56:00,Cancelled
2401,1,1994-09-21 07:12:42,1994-09-21 07:12:42,InProgress
2402,10,1994-01-04 05:42:17,1994-01-04 05:42:17,InProgress
2403,6,1984-12-30 12:36:26,1984-12-30 12:36:26,InProgress
2404,10,1987-11-03 18:22:32,1987-11-03 18:22:32,Cancelled
2405,3,2004-10-27 20:01:50,2004-10-27 20:01:50,Cancelled
2406,10,1998-11-02 16:55:56,1998-11-02 16:55:56,Completed
2407,10,2009-05-13 10:51:07,2009-05-13 10:51:07,InProgress
2408,1,2010-07-22 11:10:41,2010-07-22 11:10:41,InProgress
2409,8,1997-12-20 17:27:22,1997-12-20 17:27:22,Completed
2410,1,1990-01-10 07:41:57,1990-01-10 07:41:57,Completed
2411,1,2008-08-03 11:49:53,2008-08-03 11:49:53,Completed
2412,9,2014-09-07 04:43:30,2014-09-07 04:43:30,Completed
2413,10,1984-06-02 17:01:49,1984-06-02 17:01:49,InProgress
2414,2,1979-06-03 22:48:07,1979-06-03 22:48:07,InProgress
2415,5,1973-06-13 01:40:28,1973-06-13 01:40:28,Completed
2416,1,1986-02-16 10:22:28,1986-02-16 10:22:28,InProgress
2417,2,1997-04-13 20:00:18,1997-04-13 20:00:18,Completed
2418,5,2017-09-06 14:22:39,2017-09-06 14:22:39,Cancelled
2419,5,1993-04-14 10:50:38,1993-04-14 10:50:38,Completed
2420,8,2009-11-27 08:43:29,2009-11-27 08:43:29,InProgress
2421,4,2021-05-25 00:28:59,2021-05-25 00:28:59,Cancelled
2422,10,1998-05-14 22:55:13,1998-05-14 22:55:13,Cancelled
2423,1,2004-02-13 18:41:08,2004-02-13 18:41:08,Cancelled
2424,9,1970-02-12 10:15:08,1970-02-12 10:15:08,InProgress
2425,4,1975-12-12 20:03:54,1975-12-12 20:03:54,Completed
2426,5,1988-03-02 04:09:45,1988-03-02 04:09:45,Completed
2427,1,2019-11-02 04:29:39,2019-11-02 04:29:39,Completed
2428,4,2018-09-14 03:42:59,2018-09-14 03:42:59,Completed
2429,6,1983-11-25 02:58:24,1983-11-25 02:58:24,Cancelled
2430,2,1989-12-04 20:14:59,1989-12-04 20:14:59,Completed
2431,5,1986-02-09 14:02:05,1986-02-09 14:02:05,Cancelled
2432,5,1978-06-29 12:41:27,1978-06-29 12:41:27,Cancelled
2433,7,2002-10-21 03:18:33,2002-10-21 03:18:33,Completed
2434,1,2005-04-28 07:56:37,2005-04-28 07:56:37,Completed
2435,2,1988-04-10 23:08:30,1988-04-10 23:08:30,InProgress
2436,3,2011-12-29 12:49:01,2011-12-29 12:49:01,Cancelled
2437,2,2005-05-15 23:29:49,2005-05-15 23:29:49,InProgress
2438,1,1998-03-16 16:41:47,1998-03-16 16:41:47,Completed
2439,3,2019-03-22 06:02:58,2019-03-22 06:02:58,InProgress
2440,6,1973-09-09 21:06:25,1973-09-09 21:06:25,Completed
2441,10,2008-04-22 14:33:35,2008-04-22 14:33:35,Cancelled
2442,2,2013-11-15 00:49:16,2013-11-15 00:49:16,InProgress
2443,1,2006-04-25 11:37:24,2006-04-25 11:37:24,InProgress
2444,9,2018-08-06 12:02:21,2018-08-06 12:02:21,Completed
2445,2,1988-06-09 18:16:41,1988-06-09 18:16:41,Cancelled
2446,5,2000-02-27 16:51:56,2000-02-27 16:51:56,InProgress
2447,4,2016-04-21 06:34:17,2016-04-21 06:34:17,Cancelled
2448,10,1994-06-18 03:18:16,1994-06-18 03:18:16,Cancelled
2449,10,2009-09-07 14:20:48,2009-09-07 14:20:48,Completed
2450,3,1983-06-20 09:12:55,1983-06-20 09:12:55,Completed
2451,2,2014-04-01 07:59:20,2014-04-01 07:59:20,InProgress
2452,7,1999-09-27 03:52:49,1999-09-27 03:52:49,Completed
2453,2,1979-11-10 10:03:16,1979-11-10 10:03:16,Completed
2454,10,2015-03-28 14:49:14,2015-03-28 14:49:14,InProgress
2455,9,1999-07-13 06:48:37,1999-07-13 06:48:37,Completed
2456,8,2007-05-12 09:16:37,2007-05-12 09:16:37,InProgress
2457,4,2015-07-07 10:27:12,2015-07-07 10:27:12,Cancelled
2458,5,2016-03-02 09:35:00,2016-03-02 09:35:00,Completed
2459,7,1984-08-02 12:30:12,1984-08-02 12:30:12,InProgress
2460,4,1970-05-11 03:15:13,1970-05-11 03:15:13,InProgress
2461,5,2017-04-25 00:02:22,2017-04-25 00:02:22,InProgress
2462,10,2012-06-06 17:49:17,2012-06-06 17:49:17,InProgress
2463,3,2015-12-24 20:59:36,2015-12-24 20:59:36,InProgress
2464,7,1976-09-19 18:27:36,1976-09-19 18:27:36,InProgress
2465,3,2012-06-06 12:24:02,2012-06-06 12:24:02,Cancelled
2466,6,2011-02-18 20:41:56,2011-02-18 20:41:56,InProgress
2467,5,1971-07-11 06:23:44,1971-07-11 06:23:44,Completed
2468,2,1992-02-03 09:16:04,1992-02-03 09:16:04,Cancelled
2469,7,1996-10-09 15:44:07,1996-10-09 15:44:07,InProgress
2470,7,1979-04-25 04:38:37,1979-04-25 04:38:37,Completed
2471,5,2021-12-10 05:30:19,2021-12-10 05:30:19,Completed
2472,10,1991-02-19 12:46:14,1991-02-19 12:46:14,InProgress
2473,10,2000-05-18 17:44:07,2000-05-18 17:44:07,InProgress
2474,2,1989-04-27 16:21:19,1989-04-27 16:21:19,Completed
2475,7,2007-07-10 04:30:42,2007-07-10 04:30:42,InProgress
2476,3,1983-06-02 05:55:23,1983-06-02 05:55:23,Cancelled
2477,10,1992-11-26 20:29:01,1992-11-26 20:29:01,Cancelled
2478,4,2004-03-22 08:47:11,2004-03-22 08:47:11,Completed
2479,5,2010-04-21 12:27:28,2010-04-21 12:27:28,Cancelled
2480,9,2001-03-17 21:15:16,2001-03-17 21:15:16,Cancelled
2481,7,2007-05-05 23:09:29,2007-05-05 23:09:29,Cancelled
2482,6,2007-09-05 15:08:35,2007-09-05 15:08:35,InProgress
2483,6,1982-03-30 11:55:40,1982-03-30 11:55:40,Completed
2484,5,1993-01-18 16:54:30,1993-01-18 16:54:30,InProgress
2485,6,1989-04-10 07:14:45,1989-04-10 07:14:45,Completed
2486,2,1980-11-06 17:14:54,1980-11-06 17:14:54,Cancelled
2487,5,1986-06-18 16:02:07,1986-06-18 16:02:07,Cancelled
2488,5,1998-12-14 22:52:13,1998-12-14 22:52:13,Cancelled
2489,7,1976-07-24 20:22:19,1976-07-24 20:22:19,Cancelled
2490,5,2001-09-02 04:05:26,2001-09-02 04:05:26,InProgress
2491,1,2000-11-13 13:09:46,2000-11-13 13:09:46,Cancelled
2492,3,1978-04-25 06:49:35,1978-04-25 06:49:35,Cancelled
2493,3,1971-10-08 07:37:54,1971-10-08 07:37:54,InProgress
2494,7,1976-03-29 20:15:45,1976-03-29 20:15:45,Cancelled
2495,9,1981-06-14 02:04:28,1981-06-14 02:04:28,Cancelled
2496,3,1981-04-20 12:13:58,1981-04-20 12:13:58,Cancelled
2497,10,1981-06-06 20:17:31,1981-06-06 20:17:31,InProgress
2498,3,1999-05-22 23:43:14,1999-05-22 23:43:14,Completed
2499,1,1971-01-16 16:35:45,1971-01-16 16:35:45,Cancelled
2500,3,2017-09-03 08:55:38,2017-09-03 08:55:38,Completed
2501,9,2011-09-04 15:38:48,2011-09-04 15:38:48,Completed
2502,2,2005-04-24 05:37:42,2005-04-24 05:37:42,Completed
2503,5,2013-04-24 05:22:04,2013-04-24 05:22:04,InProgress
2504,9,1985-06-20 21:36:53,1985-06-20 21:36:53,InProgress
2505,3,1997-12-13 03:07:33,1997-12-13 03:07:33,Completed
2506,8,1983-09-03 04:35:36,1983-09-03 04:35:36,InProgress
2507,1,1996-08-25 13:40:39,1996-08-25 13:40:39,Cancelled
2508,9,1978-09-10 15:54:01,1978-09-10 15:54:01,Completed
2509,7,1987-03-12 15:22:08,1987-03-12 15:22:08,Cancelled
2510,3,1989-01-27 07:11:59,1989-01-27 07:11:59,Cancelled
2511,6,1975-05-01 01:10:21,1975-05-01 01:10:21,Completed
2512,6,1988-09-08 10:49:34,1988-09-08 10:49:34,InProgress
2513,10,1970-11-09 22:13:29,1970-11-09 22:13:29,Completed
2514,8,2012-10-28 12:44:15,2012-10-28 12:44:15,InProgress
2515,10,1971-06-19 09:52:15,1971-06-19 09:52:15,Cancelled
2516,7,2009-09-12 06:01:10,2009-09-12 06:01:10,Cancelled
2517,7,1987-09-27 02:15:04,1987-09-27 02:15:04,Cancelled
2518,4,1971-03-29 09:12:46,1971-03-29 09:12:46,Cancelled
2519,9,1994-05-02 00:23:20,1994-05-02 00:23:20,InProgress
2520,8,1972-10-15 03:27:33,1972-10-15 03:27:33,InProgress
2521,4,2009-04-25 14:40:31,2009-04-25 14:40:31,InProgress
2522,6,1997-10-18 00:14:45,1997-10-18 00:14:45,InProgress
2523,8,1999-10-08 11:13:22,1999-10-08 11:13:22,Completed
2524,10,1993-09-18 10:50:47,1993-09-18 10:50:47,Cancelled
2525,5,2011-09-15 02:59:22,2011-09-15 02:59:22,Completed
2526,6,1974-10-19 19:54:51,1974-10-19 19:54:51,InProgress
2527,6,1996-03-17 18:55:01,1996-03-17 18:55:01,Cancelled
2528,4,2018-04-01 08:04:16,2018-04-01 08:04:16,Completed
2529,2,1979-08-02 06:48:32,1979-08-02 06:48:32,Cancelled
2530,10,2016-10-13 18:24:26,2016-10-13 18:24:26,Cancelled
2531,9,1983-10-26 17:34:57,1983-10-26 17:34:57,InProgress
2532,6,1980-02-04 02:41:34,1980-02-04 02:41:34,Completed
2533,2,2003-01-15 19:06:59,2003-01-15 19:06:59,Cancelled
2534,3,1986-10-27 10:53:46,1986-10-27 10:53:46,Completed
2535,2,2001-03-26 14:10:10,2001-03-26 14:10:10,Cancelled
2536,2,2009-07-05 08:34:05,2009-07-05 08:34:05,Cancelled
2537,8,2021-11-05 14:42:56,2021-11-05 14:42:56,Cancelled
2538,3,2021-12-12 08:20:27,2021-12-12 08:20:27,InProgress
2539,8,1979-09-12 03:02:08,1979-09-12 03:02:08,Cancelled
2540,3,1990-06-20 08:44:59,1990-06-20 08:44:59,InProgress
2541,8,2004-06-16 04:14:49,2004-06-16 04:14:49,Completed
2542,1,1983-09-03 14:24:53,1983-09-03 14:24:53,InProgress
2543,8,1999-01-15 12:14:55,1999-01-15 12:14:55,InProgress
2544,1,1991-07-26 06:34:01,1991-07-26 06:34:01,Cancelled
2545,5,1998-11-18 16:46:44,1998-11-18 16:46:44,Completed
2546,2,1980-02-02 10:35:07,1980-02-02 10:35:07,Cancelled
2547,10,1982-02-28 17:51:00,1982-02-28 17:51:00,Completed
2548,3,1976-03-27 18:35:11,1976-03-27 18:35:11,InProgress
2549,5,2018-03-01 15:23:42,2018-03-01 15:23:42,Cancelled
2550,9,2002-08-28 17:09:59,2002-08-28 17:09:59,InProgress
2551,3,2007-01-27 01:17:08,2007-01-27 01:17:08,InProgress
2552,1,1984-07-11 22:18:05,1984-07-11 22:18:05,InProgress
2553,10,2018-12-10 07:41:19,2018-12-10 07:41:19,Completed
2554,1,2013-12-12 08:45:14,2013-12-12 08:45:14,InProgress
2555,1,2000-01-31 23:33:52,2000-01-31 23:33:52,Cancelled
2556,4,2018-09-07 15:11:39,2018-09-07 15:11:39,Cancelled
2557,8,1979-09-28 00:45:31,1979-09-28 00:45:31,Completed
2558,9,1996-04-26 05:56:42,1996-04-26 05:56:42,InProgress
2559,1,1987-03-10 16:46:57,1987-03-10 16:46:57,Completed
2560,2,1976-11-06 21:15:38,1976-11-06 21:15:38,InProgress
2561,10,1994-01-14 04:00:12,1994-01-14 04:00:12,Completed
2562,2,1979-04-08 09:21:56,1979-04-08 09:21:56,InProgress
2563,7,1970-03-12 16:37:51,1970-03-12 16:37:51,Cancelled
2564,2,2019-05-23 01:29:05,2019-05-23 01:29:05,Cancelled
2565,9,1977-10-09 00:06:43,1977-10-09 00:06:43,InProgress
2566,3,1971-11-25 21:06:34,1971-11-25 21:06:34,InProgress
2567,6,2020-10-06 13:15:46,2020-10-06 13:15:46,Cancelled
2568,10,1990-07-27 12:13:12,1990-07-27 12:13:12,Completed
2569,8,1990-12-29 17:23:18,1990-12-29 17:23:18,InProgress
2570,9,2006-02-03 16:11:28,2006-02-03 16:11:28,InProgress
2571,6,2001-10-14 09:13:46,2001-10-14 09:13:46,Completed
2572,8,1981-06-07 19:01:47,1981-06-07 19:01:47,InProgress
2573,1,1999-11-15 22:51:15,1999-11-15 22:51:15,Completed
2574,9,2014-08-03 10:59:28,2014-08-03 10:59:28,InProgress
2575,9,1993-01-14 10:37:11,1993-01-14 10:37:11,Cancelled
2576,1,1991-06-27 12:27:08,1991-06-27 12:27:08,InProgress
2577,8,2007-06-09 01:54:28,2007-06-09 01:54:28,Cancelled
2578,9,1985-12-04 07:32:39,1985-12-04 07:32:39,InProgress
2579,4,1989-05-10 07:04:34,1989-05-10 07:04:34,InProgress
2580,10,1980-03-10 09:12:47,1980-03-10 09:12:47,Cancelled
2581,5,1977-08-19 10:14:41,1977-08-19 10:14:41,InProgress
2582,9,1982-02-15 15:58:43,1982-02-15 15:58:43,InProgress
2583,5,2000-06-16 15:32:46,2000-06-16 15:32:46,Cancelled
2584,8,1977-09-05 02:16:33,1977-09-05 02:16:33,Completed
2585,10,1977-03-22 02:50:58,1977-03-22 02:50:58,Cancelled
2586,3,2016-01-13 11:17:11,2016-01-13 11:17:11,Cancelled
2587,8,2005-01-18 04:57:23,2005-01-18 04:57:23,InProgress
2588,8,2013-05-15 12:10:20,2013-05-15 12:10:20,Completed
2589,6,1976-02-24 11:13:27,1976-02-24 11:13:27,Cancelled
2590,9,1994-07-14 10:52:13,1994-07-14 10:52:13,Cancelled
2591,3,1985-02-25 19:28:47,1985-02-25 19:28:47,InProgress
2592,1,2000-08-05 19:50:46,2000-08-05 19:50:46,Completed
2593,2,2001-07-05 09:04:18,2001-07-05 09:04:18,Cancelled
2594,2,2005-04-10 14:34:59,2005-04-10 14:34:59,Cancelled
2595,10,1975-06-29 04:11:36,1975-06-29 04:11:36,Cancelled
2596,4,1995-08-03 05:57:01,1995-08-03 05:57:01,InProgress
2597,2,2000-05-18 19:29:58,2000-05-18 19:29:58,InProgress
2598,4,2015-06-02 12:41:07,2015-06-02 12:41:07,Cancelled
2599,3,1996-06-27 22:33:49,1996-06-27 22:33:49,InProgress
2600,10,2021-07-06 19:11:48,2021-07-06 19:11:48,InProgress
2601,1,1983-01-27 13:22:52,1983-01-27 13:22:52,Cancelled
2602,1,2015-02-02 14:05:18,2015-02-02 14:05:18,Completed
2603,7,1995-05-20 21:28:15,1995-05-20 21:28:15,Completed
2604,9,1996-12-29 02:11:17,1996-12-29 02:11:17,Completed
2605,5,1994-09-04 17:59:49,1994-09-04 17:59:49,Cancelled
2606,8,1986-06-18 07:57:02,1986-06-18 07:57:02,Completed
2607,7,1986-08-23 08:24:58,1986-08-23 08:24:58,Completed
2608,8,1973-10-23 04:52:43,1973-10-23 04:52:43,InProgress
2609,4,1990-04-14 11:56:52,1990-04-14 11:56:52,InProgress
2610,1,1989-03-12 04:26:12,1989-03-12 04:26:12,Completed
2611,3,1976-08-27 14:59:45,1976-08-27 14:59:45,Cancelled
2612,5,2009-06-26 19:54:01,2009-06-26 19:54:01,Cancelled
2613,5,1986-07-09 11:27:51,1986-07-09 11:27:51,InProgress
2614,6,2012-07-01 06:52:58,2012-07-01 06:52:58,InProgress
2615,10,1971-12-01 08:39:21,1971-12-01 08:39:21,InProgress
2616,7,1996-02-28 16:44:13,1996-02-28 16:44:13,Completed
2617,4,1971-09-17 21:35:31,1971-09-17 21:35:31,Cancelled
2618,9,2020-03-30 18:43:54,2020-03-30 18:43:54,InProgress
2619,5,1986-10-13 05:32:10,1986-10-13 05:32:10,Completed
2620,6,2016-11-06 22:35:14,2016-11-06 22:35:14,Cancelled
2621,10,2003-07-13 05:31:26,2003-07-13 05:31:26,InProgress
2622,1,1970-11-01 12:34:24,1970-11-01 12:34:24,Cancelled
2623,5,2021-11-05 09:56:32,2021-11-05 09:56:32,Cancelled
2624,10,2000-11-01 03:03:28,2000-11-01 03:03:28,Completed
2625,3,1982-05-05 05:03:42,1982-05-05 05:03:42,Cancelled
2626,5,1981-10-28 21:11:48,1981-10-28 21:11:48,Cancelled
2627,1,2010-03-04 07:44:00,2010-03-04 07:44:00,Completed
2628,7,2011-05-21 19:52:43,2011-05-21 19:52:43,Completed
2629,2,2001-09-15 21:03:55,2001-09-15 21:03:55,Completed
2630,6,1971-11-16 08:06:31,1971-11-16 08:06:31,Cancelled
2631,1,1974-08-17 13:27:29,1974-08-17 13:27:29,Cancelled
2632,5,1987-02-08 10:47:06,1987-02-08 10:47:06,InProgress
2633,7,1983-08-03 21:01:53,1983-08-03 21:01:53,InProgress
2634,6,2018-05-22 15:52:10,2018-05-22 15:52:10,InProgress
2635,8,1985-04-04 01:14:39,1985-04-04 01:14:39,Completed
2636,1,2017-12-13 00:23:59,2017-12-13 00:23:59,Cancelled
2637,10,2015-10-31 14:54:03,2015-10-31 14:54:03,Cancelled
2638,8,1986-04-23 03:29:32,1986-04-23 03:29:32,InProgress
2639,10,2000-03-27 11:52:06,2000-03-27 11:52:06,Completed
2640,9,1990-10-14 02:01:54,1990-10-14 02:01:54,Cancelled
2641,9,1995-10-08 22:34:27,1995-10-08 22:34:27,Cancelled
2642,10,1992-01-31 09:27:11,1992-01-31 09:27:11,InProgress
2643,3,2002-01-10 14:14:43,2002-01-10 14:14:43,Cancelled
2644,7,2020-04-28 17:50:52,2020-04-28 17:50:52,InProgress
2645,2,1998-10-19 21:33:52,1998-10-19 21:33:52,InProgress
2646,9,1998-06-06 10:25:20,1998-06-06 10:25:20,Completed
2647,7,1991-06-17 04:05:21,1991-06-17 04:05:21,Completed
2648,10,2008-12-07 08:18:22,2008-12-07 08:18:22,InProgress
2649,2,2001-08-09 22:14:23,2001-08-09 22:14:23,Cancelled
2650,1,2018-09-28 17:21:04,2018-09-28 17:21:04,InProgress
2651,1,2015-03-14 08:37:33,2015-03-14 08:37:33,Cancelled
2652,6,1999-04-13 10:49:40,1999-04-13 10:49:40,Cancelled
2653,5,1971-09-21 05:50:32,1971-09-21 05:50:32,Completed
2654,10,1970-10-12 01:16:37,1970-10-12 01:16:37,Cancelled
2655,10,2007-05-02 22:32:27,2007-05-02 22:32:27,InProgress
2656,6,1980-06-26 02:01:33,1980-06-26 02:01:33,Completed
2657,7,1988-09-14 15:41:43,1988-09-14 15:41:43,InProgress
2658,2,2012-03-14 22:00:57,2012-03-14 22:00:57,Cancelled
2659,7,1973-01-03 12:31:23,1973-01-03 12:31:23,Cancelled
2660,3,1988-03-27 10:46:39,1988-03-27 10:46:39,Cancelled
2661,4,2007-06-17 22:47:47,2007-06-17 22:47:47,InProgress
2662,9,1983-08-15 18:35:47,1983-08-15 18:35:47,Cancelled
2663,3,2013-05-31 12:05:37,2013-05-31 12:05:37,InProgress
2664,7,1982-01-06 15:40:20,1982-01-06 15:40:20,Completed
2665,2,2013-05-04 18:42:01,2013-05-04 18:42:01,Cancelled
2666,3,1976-07-14 09:02:55,1976-07-14 09:02:55,Completed
2667,2,2013-06-13 14:07:19,2013-06-13 14:07:19,Completed
2668,10,1983-05-13 02:37:31,1983-05-13 02:37:31,Cancelled
2669,2,1972-11-14 14:35:02,1972-11-14 14:35:02,InProgress
2670,3,1982-12-28 08:15:23,1982-12-28 08:15:23,InProgress
2671,9,1971-12-25 21:14:39,1971-12-25 21:14:39,InProgress
2672,1,2014-11-15 19:27:21,2014-11-15 19:27:21,InProgress
2673,2,2001-10-31 08:06:47,2001-10-31 08:06:47,Completed
2674,7,1973-03-11 06:00:07,1973-03-11 06:00:07,InProgress
2675,5,2005-09-03 17:54:32,2005-09-03 17:54:32,Completed
2676,1,2018-05-28 15:52:12,2018-05-28 15:52:12,InProgress
2677,6,2020-12-27 11:58:22,2020-12-27 11:58:22,Cancelled
2678,5,1971-10-15 04:58:31,1971-10-15 04:58:31,InProgress
2679,5,2020-10-17 23:49:56,2020-10-17 23:49:56,InProgress
2680,1,1998-11-30 13:48:10,1998-11-30 13:48:10,Completed
2681,6,1975-12-03 12:24:19,1975-12-03 12:24:19,InProgress
2682,6,1998-12-25 00:36:43,1998-12-25 00:36:43,Cancelled
2683,10,1983-08-21 19:35:50,1983-08-21 19:35:50,InProgress
2684,3,1989-03-17 16:19:54,1989-03-17 16:19:54,InProgress
2685,6,1974-03-20 00:53:18,1974-03-20 00:53:18,InProgress
2686,4,2006-02-09 18:23:02,2006-02-09 18:23:02,Cancelled
2687,9,1984-03-24 03:07:21,1984-03-24 03:07:21,InProgress
2688,9,2021-02-19 21:20:19,2021-02-19 21:20:19,Completed
2689,5,1973-01-12 01:33:19,1973-01-12 01:33:19,Completed
2690,2,1978-04-23 07:18:48,1978-04-23 07:18:48,InProgress
2691,1,2017-10-18 15:41:36,2017-10-18 15:41:36,InProgress
2692,6,1990-02-05 23:45:35,1990-02-05 23:45:35,Completed
2693,6,1983-01-31 21:26:01,1983-01-31 21:26:01,InProgress
2694,1,2006-02-06 10:06:03,2006-02-06 10:06:03,Cancelled
2695,8,1984-09-15 15:23:19,1984-09-15 15:23:19,Completed
2696,4,1999-08-03 16:41:21,1999-08-03 16:41:21,Cancelled
2697,4,2012-07-06 18:15:24,2012-07-06 18:15:24,InProgress
2698,9,2010-04-29 14:09:08,2010-04-29 14:09:08,Cancelled
2699,1,1991-02-25 06:20:18,1991-02-25 06:20:18,Completed
2700,7,1997-02-16 08:09:55,1997-02-16 08:09:55,InProgress
2701,5,1980-12-13 18:23:40,1980-12-13 18:23:40,Cancelled
2702,7,1992-08-18 01:07:33,1992-08-18 01:07:33,Cancelled
2703,7,1980-11-06 07:15:32,1980-11-06 07:15:32,InProgress
2704,7,2015-04-01 21:59:49,2015-04-01 21:59:49,Cancelled
2705,8,1997-02-25 09:04:35,1997-02-25 09:04:35,Cancelled
2706,8,2000-06-24 17:03:56,2000-06-24 17:03:56,Completed
2707,1,2007-09-30 20:20:00,2007-09-30 20:20:00,InProgress
2708,8,2002-09-29 20:17:28,2002-09-29 20:17:28,Completed
2709,10,1976-07-15 08:21:15,1976-07-15 08:21:15,Completed
2710,3,1999-08-04 03:44:52,1999-08-04 03:44:52,Completed
2711,5,2007-03-16 08:37:26,2007-03-16 08:37:26,InProgress
2712,9,1991-08-03 19:42:32,1991-08-03 19:42:32,InProgress
2713,9,1984-01-12 07:53:14,1984-01-12 07:53:14,Completed
2714,9,1973-03-10 15:06:19,1973-03-10 15:06:19,InProgress
2715,6,1996-11-19 10:05:39,1996-11-19 10:05:39,Cancelled
2716,9,2000-07-20 20:49:53,2000-07-20 20:49:53,Completed
2717,5,2020-01-27 17:35:56,2020-01-27 17:35:56,InProgress
2718,8,1999-08-26 21:20:48,1999-08-26 21:20:48,InProgress
2719,8,2013-03-07 18:58:58,2013-03-07 18:58:58,Completed
2720,3,2007-03-20 06:10:57,2007-03-20 06:10:57,Cancelled
2721,8,2021-07-18 06:19:28,2021-07-18 06:19:28,InProgress
2722,5,2000-10-11 07:01:36,2000-10-11 07:01:36,InProgress
2723,5,1973-10-19 04:44:45,1973-10-19 04:44:45,Completed
2724,6,1971-09-14 19:06:27,1971-09-14 19:06:27,Completed
2725,8,2001-11-17 21:16:21,2001-11-17 21:16:21,Cancelled
2726,4,1992-02-22 07:37:20,1992-02-22 07:37:20,Cancelled
2727,9,1972-11-14 15:44:50,1972-11-14 15:44:50,Completed
2728,4,1975-04-09 14:01:26,1975-04-09 14:01:26,Completed
2729,6,1999-05-09 14:04:47,1999-05-09 14:04:47,InProgress
2730,8,1989-06-19 20:17:37,1989-06-19 20:17:37,InProgress
2731,6,1991-01-31 19:15:38,1991-01-31 19:15:38,Completed
2732,1,1980-08-18 08:39:20,1980-08-18 08:39:20,InProgress
2733,4,2016-05-07 14:48:35,2016-05-07 14:48:35,Completed
2734,2,1982-11-05 04:12:25,1982-11-05 04:12:25,Cancelled
2735,1,1977-02-06 20:43:51,1977-02-06 20:43:51,Completed
2736,10,2009-04-27 09:01:17,2009-04-27 09:01:17,Cancelled
2737,1,1979-05-06 19:50:05,1979-05-06 19:50:05,InProgress
2738,8,1985-06-26 02:48:15,1985-06-26 02:48:15,InProgress
2739,2,1998-02-27 01:42:19,1998-02-27 01:42:19,Completed
2740,10,1998-09-14 23:38:38,1998-09-14 23:38:38,InProgress
